word,3gab.txt,3gar.txt,3stu.txt,abbe.txt,advs.txt,bery.txt,blac.txt,blan.txt,blue.txt,bosc.txt,bruc.txt,cano.txt,card.txt,case.txt,chas.txt,cnus.txt,copp.txt,cree.txt,croo.txt,danc.txt,devi.txt,dyin.txt,empt.txt,engr.txt,fina.txt,five.txt,glor.txt,gold.txt,gree.txt,houn.txt,iden.txt,illu.txt,lady.txt,last.txt,lion.txt,lstb.txt,maza.txt,mems.txt,miss.txt,musg.txt,nava.txt,nobl.txt,norw.txt,prio.txt,redc.txt,redh.txt,reig.txt,resi.txt,reti.txt,retn.txt,scan.txt,seco.txt,shos.txt,sign.txt,silv.txt,sixn.txt,soli.txt,spec.txt,stoc.txt,stud.txt,suss.txt,thor.txt,twis.txt,vall.txt,veil.txt,wist.txt,yell.txt
83,,,,,2,,1,,,,,3,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
84,,,,,2,,,,,,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,3,,,,,,,3,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
87,,,,,1,,,,,,,3,,,,3,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,
88,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
89,,,,,2,,,,,,,3,,,,3,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
8d,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
8s,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
8th,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,1,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,,,2,,,,1,,,
90,,,,,1,,,,,,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
95,,,1,2,,,2,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
97,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
97163,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
9th,,,,,2,,,,,,,2,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,147,192,136,233,2644,214,197,201,209,232,244,15840,233,2036,194,13805,239,176,176,243,186,140,193,234,163,151,206,243,187,1307,165,233,191,173,150,1627,117,2077,194,172,275,213,216,274,166,241,154,148,147,2715,226,190,173,1099,243,211,206,253,187,1009,172,234,276,1333,93,299,177
aback,,,,,,,1,,,,,7,,1,,6,,,,1,,,,,,,1,,1,1,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,,1,,,
abandon,,,,,,,1,,,,,14,,1,1,13,,,,1,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,6,,,,,,,,,,3,1,,,3,,,
abandoned,,,,,3,,,,,,,12,,,,12,,,,,,,,1,,,,,,4,,,,,,1,,,1,,,,,,,,,,,1,1,,,,,,,1,,3,,,,,,1,
abandoning,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
abandons,,,,,1,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
abashed,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
abated,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abbas,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
abbess,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abbey,,,,7,,,,1,,,,12,,1,,11,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,2,,,,,,,,,,,,,,,
abbots,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
abduction,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,3,,,,,,,,,,
abductor,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
abdullah,,,,,,,,,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,
abe,,,,,,,,,,,,8,,,,8,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
abelwhite,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
aberdeen,,,,,2,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,
aberdonian,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
abergavenny,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
abermarle,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
abernetty,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
aberration,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
abetted,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
abetting,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abhor,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
abhorrent,,,,,1,,,,,,,4,,,,4,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,2,1,,,,,,,,,,,,,,,,
abhors,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
abide,,,,,,,,,,,,2,1,,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
abiding,,,,,1,,,,,1,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
abilities,,,,,,,,,,,,3,,,,3,,,,,,,,,1,,,,,1,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ability,,,,,,,,,,,,10,,,,10,,,,,,,,,,,2,,,2,,,,,,,,7,,,1,,,1,,,,,,1,,,,,2,,,,2,,,,,,,,
abject,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abjure,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
able,,2,1,,31,3,3,5,1,3,2,194,,21,,173,2,7,2,7,,1,1,1,1,6,,4,2,27,2,2,2,1,1,10,1,24,2,3,4,1,4,4,1,5,3,5,1,35,3,2,1,14,,4,3,2,2,18,,1,2,14,,3,2
abnormal,,,,,1,,,,,,,3,,1,,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
abnormality,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abnormally,,,,,1,,,1,,,,3,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
aboard,,,,,,,,,,,,11,2,,,11,,,,,1,,,,,,3,,,,,,,,,4,,3,,,,,,,,,,,,,,,,2,,,,,,1,,,,1,,1,
abode,,1,,,1,,,,,,,10,,3,,7,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,2,1,,
abominable,,,,,1,,,,,,,4,,,,4,,,,,,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,
abomination,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aborigines,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
abortive,,,1,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
abound,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
about,12,11,12,19,169,14,16,13,16,20,21,1075,13,131,9,945,18,10,10,14,17,11,9,13,10,9,11,13,7,106,15,18,7,10,9,99,17,168,9,14,26,12,16,11,9,19,16,16,11,157,10,4,16,83,23,13,24,16,19,78,9,9,18,92,7,18,26
above,1,1,5,5,27,5,2,,,1,5,168,,28,,140,3,5,1,1,6,,4,3,1,4,2,1,2,8,2,2,3,2,3,16,2,19,,3,1,,,4,,5,1,1,2,25,1,1,6,15,2,1,1,1,1,16,1,4,2,14,1,,4
abraham,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
abrahams,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abrasion,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
abreast,,,,,,,,,,,,2,,,,2,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
abroad,,,,,2,,,1,,1,1,10,,2,,8,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,3,,2,,,,,,,,1,,,,1,,,
abrupt,,,1,,1,,,,,,,7,,,,7,,,1,,,,,,,,,,,,,,,,,,,3,,,,1,,1,,,,2,,2,,,,,,,,,,,,,,1,,,
abruptly,1,,,,2,,,1,,,1,11,,3,,8,,,,,1,,,,1,,,,1,,,,,,,2,,2,,,,1,,,,1,,,,,,,1,,,,,,,1,,,,1,,,
abruptness,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
absconding,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
absence,,,,,4,,,1,,,1,35,,2,,33,,,,1,,1,2,,1,1,,1,,4,,,,,,4,1,4,1,,1,1,1,2,1,2,1,,,8,,,,3,,,,,1,3,,,,3,,1,
absent,,,2,,1,,1,,,1,,26,,1,,25,,,1,,,,,,,,,,,7,,,,,,,,3,,,1,,,3,,,,1,,7,,,,,,1,,,,5,,1,,2,,,
absentee,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
absentees,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
absolute,,,,1,15,2,3,1,,1,,55,,5,1,50,,,,1,2,1,,5,3,1,,,,1,,,,,1,6,1,9,1,,1,,1,4,3,2,2,1,,14,1,2,1,,2,,,1,,2,,1,2,3,,,
absolutely,,,2,1,27,3,,1,2,6,3,102,3,12,1,90,,,2,,3,,3,6,4,,,,2,2,2,4,,3,1,16,2,25,2,,8,2,2,1,2,,1,1,,13,3,,,4,4,1,,2,,,2,2,1,3,,2,3
absolved,,,,,1,,,,,,,3,,1,,2,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
absorb,,,,,1,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
absorbed,,,,2,1,,2,,,,,30,1,4,,26,,,,1,3,,,,,,,,,2,,,,1,,5,,2,1,,,,,,,,,1,,6,,,,2,1,,,,,3,2,2,1,5,,,
absorbing,,1,,,1,,,,,,1,7,,1,,6,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,
absorption,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
abstainers,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
abstract,,,,,,,,,,,,5,,1,,4,,,,,1,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
abstracted,,,,1,4,,,,2,,,11,,1,1,10,1,,,,,,,,1,,,,,1,1,1,,,,,,1,,,,,,,,,,,,2,,,,1,,,,,,,,,,1,,,
abstractedly,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstraction,,,,,,,,,,,1,4,,1,,3,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
abstruse,,,,1,,,,,,,1,8,,1,,7,,,,,,,,,,,,,,,,,,,1,1,,2,,,1,,,,,,,1,,2,,,,2,,,1,,,,,,,,,,
absurd,,,1,,4,1,,,,1,1,36,,4,1,32,,,,4,,,1,1,,,1,,,2,,,1,,1,3,,7,1,1,3,,,3,,,2,,2,13,,1,,,,1,,1,,1,1,,,2,,1,
absurdity,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
absurdly,,,,,2,,,,,,,8,,1,,7,,,,2,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,1,3,,,,1,,1,,,,,,,1,,,,
abundant,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
abuse,,,,,1,,,,,,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,
abused,,,,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,
abusing,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abusive,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
abutted,,,,,2,,,,,,1,3,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
abyss,,,,,,,,,,,,6,,,,6,,,,,,,2,,2,,,,,,,,,,,,,2,,,,,,1,,,,,,3,,,,,,,,,,,,,,1,,,
ac,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
academic,,,,,,,,,,,,2,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
acceding,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
accent,,2,,,2,,,,,,,14,,2,,12,,,,,,,,1,,,,1,1,2,,,,,,1,,2,,,,,,,1,,,,,1,1,,,,,,,,,,,,,4,,,1
accentuated,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
accept,,,,,4,,,1,,,,23,,5,1,18,3,1,,,1,,,,1,,,,,5,,1,,,1,1,,1,1,,,,,,,,,,,3,,1,,2,,,,1,,,,1,,2,,,
acceptable,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
acceptance,,,,1,1,,,,,1,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
accepted,,,,,2,1,,1,,,,11,,1,,10,1,,1,1,,,,,,,1,,,1,,,1,,,1,,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,2,,,
accepting,,,,,,,,,,,,4,,1,,3,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,,,,1,
accepts,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
access,,,,,,,,,,,,6,,,,6,,,,,,1,,,,,,1,,,,,,,,2,,1,,,,,,,1,,,,,1,,,,,1,,,,,2,,,,,,,
accessible,,,,,,,,,,,,4,,2,,2,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,
accessories,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
accessory,,,,,1,,,,,,,4,,,,4,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,
accident,,,1,,5,,1,,,,,28,,3,,25,,1,,,,,2,2,,1,1,3,1,,,1,,,,1,,5,,1,2,1,1,,,,,,,9,,,,1,,,1,1,,1,1,,,3,,1,
accidental,,,,,1,,,,,,,5,,1,,4,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,1,,
accidentally,,,1,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
accidents,,,,,1,,,,,,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
accommodate,,,,,1,,,,,,,3,,,,3,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
accommodating,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accompanied,,1,,,1,,,,,,,11,,2,,9,,,1,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,1,,1,2,,,,,,1,,,,4,,,1,,,,
accompaniment,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accompaniments,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,,,,,,
accompany,,,,,1,,,,,,,7,,1,,6,,,1,,,,,,,,,,1,1,,,,,,,,2,,,,,1,1,,,,,,2,,,,,,,,1,,,,1,,,,,
accompanying,,,,,1,1,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1
accompli,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
accomplice,,,,2,2,,,,,,1,17,,1,,16,,,,,,,,,,,,,,2,,,,1,,3,,1,,1,,,,2,1,1,,,1,4,1,,,,,,,,,4,,,,,,,
accomplish,,,,,1,,,,,,,2,,,,2,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
accomplished,,,,,2,,,,,,,8,,1,,7,,,,,,,,,,,,,,2,,1,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,1,,,
accomplishment,,,,,1,,,,,,,2,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
accomplishments,,,,,2,,,,,,,4,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
accord,,,,,,,,,,,,3,,,1,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
accordance,,,,,,,,,,,,3,1,,,3,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
according,,1,,,2,,1,,,2,2,24,,3,,21,,,2,1,1,,,,,,,,,2,,1,,2,,6,,3,,,,,,,,,,,1,2,,,,2,1,,,,,2,,,,2,,1,
accordingly,,,,,,,,,,,,4,,,,4,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,
accosted,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,
account,,2,,5,20,2,5,,3,4,3,157,4,11,,146,,,4,2,5,2,3,,3,4,1,2,,9,1,3,2,,2,18,,31,4,5,2,,7,1,1,2,3,4,2,39,3,5,1,4,7,5,,,2,13,1,,1,12,,1,
accountant,,,,,1,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,
accounted,,,,,,,,,,,,3,,,,3,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,
accounts,1,,,,3,,,1,1,2,,21,1,4,,17,,,,1,,,,,1,,1,1,,2,,,,,1,2,,3,1,,,,,,,,,,,3,,,,,1,,,,,,,1,,4,,1,
accredited,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
accumulated,,,,,1,,,,,,,7,,2,,5,,,,,,,,,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,
accumulating,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
accumulation,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accuracy,,,,,,,,,,,,4,,,1,4,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,2,,,,,,,,,,1,,,,,,,
accurate,,,,,1,,,,,,,9,,,,9,,,,,1,,,,,,,,,1,1,,,,,1,,2,,,1,,,,,,1,,,,,,,1,,,,,,3,,,,,,,
accurately,,,,,1,,,,,,,4,,1,,3,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,
accursed,,,,1,,,,,,,,5,,1,,4,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,1
accusation,,,,,,,,,,,,4,,,,4,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,1,
accuse,,,1,,,,,1,,,,4,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,
accused,,,,,4,1,,,1,1,,19,,4,,15,,,,,,,,,,1,,,,,,,1,,,2,,2,,,,,1,,,,,,,1,,,1,2,1,,,,1,1,,3,,3,,1,
accuser,,,,,1,,,,1,,,2,,,,2,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accusing,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accustomed,,,,,7,1,1,1,1,,,27,,2,,25,1,,1,1,,,,,,,,,,2,,1,,,,,,3,2,,1,1,1,1,,,,,,7,3,1,,,1,,,,,5,,,,1,,,
acetones,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ached,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,
achieved,,,,,1,,,,,,,2,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
achievements,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
achillis,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
aching,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
achmet,,,,,,,,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,
acid,,,,,2,,,,,,,7,,2,,5,,,,,,,1,,,,1,,,,1,,,,,,1,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,1,,
acids,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
acknowledge,,,,,1,,,,,,,15,,1,,14,,1,1,,,,,,,,1,,1,5,1,,,,,,,4,,,,,2,1,,,,1,,3,,,,,,,,,,1,,,,,,,
acknowledged,,,,,,,,,,,,3,,1,,2,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
acknowledges,,,,,1,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,
acknowledging,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
acknowledgment,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
